Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Sebastian,Haug,Andreassenspranget 2,Strøm,2147,Norge,NO,19980829-6765,+47,19 39 04 42,1998-08-29,True
Niilo,Lindroos,Yläkaskenkuja 13,Asikkala,69601,Finland,FI,19721217-632V,+358,+358 84 6235267,1972-12-17,True
Kathleen,Watson,Steven Mountains 20909,West Tracey,89175,Danmark,DK,19600505-9460,+45,622.765.5498x4093,1960-05-05,False
Katarina,Söderberg,Nygränd 352,Eskilstuna,26569,Sverige,SE,19640404-7504,+46,+46 (0)943 308 63,1964-04-04,True
Lars,Söderberg,Bäcktorget 54,Varberg,23917,Sverige,SE,19930320-6503,+46,041-03 38 54,1993-03-20,True
Karen,Hernandez,Amanda Roads 610,New Johnathanborough,55799,Danmark,DK,19670805-6926,+45,793-693-8439x2821,1967-08-05,True
Kauko,Suomalainen,Fallpakantie 626,Vesanto,43952,Finland,FI,19840112-568T,+358,0941307130,1984-01-12,True
Margareta,Forsberg,Stationstorget 7,Ängelholm,33156,Sverige,SE,19491209-5179,+46,005-034 69 87,1949-12-09,False
Börje,Lundberg,Idrottstorget 799,Lund,90373,Sverige,SE,19540310-3536,+46,08-841 216 71,1954-03-10,True
Rolf,Strömberg,Industrigatan 887,Borås,32837,Sverige,SE,19751218-3543,+46,+46 (0)8 731 381 35,1975-12-18,True
Shannon,White,Stuart Stream 7165,Tammyville,12641,Danmark,DK,19861013-3330,+45,906-802-1972,1986-10-13,True
Per,Hedberg,Storvägen 619,Eskilstuna,46799,Sverige,SE,19511120-8363,+46,08-910 549 07,1951-11-20,True
Mikko,Karjalainen,Elonpolku 7,Kuortane,89261,Finsand,FI,19610824-390F,+358,056 388 0072,1961-08-24,True
Bo,Andersson,Granvägen 0,Borås,12182,Sverige,SE,19920212-3287,+46,0160-04 98 51,1992-02-12,True
Rolf,Pedersen,Berntsentunet 1,Eriksjøen,3119,Norge,NO,19551005-7017,+47,77 37 95 34,1955-10-05,True
Samuel,Williams,Martinez Station 7288,Charlesstad,58038,Danmark,DK,19740219-3878,+45,799-641-5740x248,1974-02-19,True
Axel,Gustafsson,Idrottsgatan 72,Östersund,86133,Sverige,SE,19730728-2982,+46,+46 (0)8 057 595 87,1973-07-28,True
Tor,Gulbrandsen,Johnsenbråten 1,Finnstrand,7909,Norge,NO,19740920-0771,+47,56737318,1974-09-20,True
Joni,Peltola,Oraskatu 872,Jokioinen,36815,Finland,FI,19760507-7029,+358,+358 09 3568300,1976-05-07,True
Ann,Johansen,Knutsenåsen 7,Johanstrand,6698,Norge,NO,19570917-2940,+47,96172067,1957-09-17,True
Tara,Rodriguez,Lynn Roads 927,New Frankland,20430,Danmark,DK,19481213-4469,+45,452-330-2688,1948-12-13,True
Ulrika,Lundmark,Ängsvägen 40,Helsingborg,85244,Sverige,SE,19690201-0572,+46,091-25 86 04,1969-02-01,True
Åke,Engström,Furugatan 5,Örebro,12676,Sverige,SE,19931204-4595,+46,08-26 58 46,1993-12-04,True
Danny,Jackson,John Junction 623,West Alyssamouth,52359,Danmark,DK,19990601-9896,+45,5394432339,1999-06-01,True
Eivind,Amundsen,Thorsenrøa 52,Jakobsen,5863,Norge,NO,19821002-6136,47,942 44 407,1982-10-02,True
Agneta,Eliasson,Industrigatan 290,Södertälje,35100,Sverige,SE,19801206-8248,+46,0456-878 97,1980-12-06,True
Ingegärd,Eriksson,Ringvägen 4,Eskilstuna,27102,Sverige,SE,19641221-1253,+46,08-233 16 96,1964-12-21,True
Finn,Mikkelsen,Christensentjernet 8,Jandal,0063,Norge,NO,19980530-6447,+47,923 33 109,1998-05-30,True
Marie,Eriksson,Åkergatan 149,Skövde,85839,Sverige,SE,19950720-4160,46,+46 (0)8 655 862 25,1995-07-20,True
Petteri,Kortelainen,Eerik Pyhän bulevardi 5,Joutsa,07084,Finland,FI,19870705-6809,+358,+358 55 2148582,1987-07-05,True
Hans,Moen,Sivertsenskrenten 08,Ingeborgfjell,0093,Norge,NO,19550827-8376,+47,49 19 81 73,1955-08-27,True
Anna,Borg,Furugatan 6,Linköping,93804,Sverige,SE,19920915-4264,+46,+46 (0)19 70 92 55,1992-09-15,True
Anna,Andersson,Villavägen 8,Örnsköldsvik,63246,Sverige,SE,19400212-2993,+46,+46 (0)8 051 172 02,1940-02-12,True
Henrik,Haugen,Moemarka 37,Kristoffersen,3439,Norge,NO,19990407-6453,+47,92447026,1999-04-07,True
Eva,Olsson,Nyvägen 97,Örebro,34150,Sverige,SE,19870709-7208,+46,+46 (0)66 67 98 64,1987-07-09,True
Derek,Adams,Pruitt Points 2603,Kerrburgh,99025,Danmark,DK,19730111-2173,+45,620-783-3318x001,1973-01-11,True
Robert,Johnsen,Hansenskogen 457,Jenssen,5423,Norge,NO,19860404-7937,+47,00 73 44 99,1986-04-04,True
Johanna,Heinonen,Ieskuja 58,Siilinjärvi,07896,Finland,FI,19570315-524M,+358,0983958495,1957-03-15,True
Lauri,Riihimäki,Tyynelänkatu 822,Kurikka,70531,Finland,FI,19900619-064P,+358,+358 92 4914040,1990-06-19,True
Ingeborg,Berg,Nytorget 9,Stockholm,11752,Sverige,SE,19680418-7808,+46,075-653 78 00,1968-04-18,True
Ronald,Contreras,Austin Cliff 5337,Craigborough,22755,Danmark,DK,19420423-9022,+45,522-481-3829,1942-04-23,True
Onni,Tuominen,Fallkullanbulevardi 58,Pornainen,54901,Finland,FI,19780417-720D,+358,023 838 6948,1978-04-17,True
Ture,Gunnarsson,Idrottsgatan 805,Karlstad,59060,Sverige,SE,19801210-2388,+46,058-487 87 23,1980-12-10,False
Tor,Aune,Nygårdstykket 853,Arnesen,1790,Norge,NO,19600826-2441,+47,+47 99 23 96 65,1960-08-26,True
Kerstin,Jakobsson,Idrottsvägen 99,Lidingö,32197,Sverige,SE,19580301-1429,+46,093-792 50 84,1958-03-01,True
Stine,Lunde,Haugenstubben 9,Haug,0627,Norge,NO,19690322-7391,+47,47479477,1969-03-22,True
Tom,Moe,Henriksenskogen 89,Nielsen,8624,Norge,NO,19790716-1376,+47,44628057,1979-07-16,True
Maja,Norberg,Ängsgatan 098,Motala,70905,Sverige,SE,19430502-5095,+46,+46 (0)8 077 812 85,1943-05-02,True
Jesper,Sjöberg,Kyrkgatan 3,Örnsköldsvik,34284,Sverige,SE,19871024-7866,+46,0212-49 00 57,1987-10-24,True
Katriina,Haapala,Järkälekuja 17,Teuva,50933,Finland,FI,19820625-203L,+358,+358078017306,1982-06-25,True
Margareta,Larsson,Fabriksgränd 310,Mölndal,69093,Sverige,SE,19780926-8554,+46,08-832 638 08,1978-09-26,True
Joseph,Little,Anthony Mission 4214,North Michaelhaven,94203,Danmark,DK,20000427-7985,+45,735-920-5834,2000-04-27,True
Samuel,Falk,Skolvägen 216,Jönköping,84083,Sverige,SE,19710106-8357,+46,08-215 616 07,1971-01-06,True
Charlotte,Svensson,Björkvägen 764,Sandviken,25772,Sverige,SE,19430514-7518,+46,08-121 33 05,1943-05-14,True
Margareta,Olofsson,Kyrktorget 50,Mölndal,21913,Sverige,SE,19771010-9066,+46,08-61 12 35,1977-10-10,True
Mattias,Nilsson,Granvägen 79,Östersund,77894,Sverige,SE,19770728-6727,+46,08-701 51 81,1977-07-28,True
Jonas,Persson,Ängsgatan 191,Östersund,28465,Sverige,SE,19720126-1156,+46,+46 (0)719 338 53,1972-01-26,True
Lars,Johansson,Bäckgränd 2,Uddevalla,35397,Sverige,SE,19731229-9416,+46,+46 (0)31 64 64 89,1973-12-29,True
Victoria,Andersson,Strandgränd 540,Södertälje,65561,Sverige,SE,19700116-0937,+46,+46 (0)80 36 42 71,1970-01-16,True
Björn,Lindgren,Trädgårdsgatan 0,Falun,14450,Sverige,SE,19460531-0681,+46,08-938 16 61,1946-05-31,True
Tuulia,Ikonen,Neulapadonpolku 02,Riihimäki,99229,Finland,FI,19820517-262M,+358,+358416763571,1982-05-17,True
Samantha,Oneill,Travis Center 78359,Holtbury,39822,Danmark,DK,19610731-4470,+45,001-748-853-9109x61968,1961-07-31,True
Evert,Andersson,Järnvägsgatan 136,Växjö,92289,Sverige,SE,19660109-0094,+46,042-830 66 48,1966-01-09,True
Terje,Kristiansen,Ellingsensvingen 5,Pettersen,9909,Norge,NO,19810217-2590,+47,82 87 39 67,1981-02-17,True
Inga,Larsson,Industrigatan 990,Linköping,73456,Sverige,SE,19580314-3890,+46,074-21 59 61,1958-03-14,True
Jonas,Eriksson,Järnvägsgränd 795,Varberg,85857,Sverige,SE,19900106-8863,+46,0912-597 48,1990-01-06,True
Antonio,Lopez,Swanson Tunnel 705,Vangtown,30474,Danmark,DK,19920727-8182,+45,(444)660-2226x0181,1992-07-27,True
Eliisa,Lindqvist,Ylipalonpolku 030,Sotkamo,80580,Finland,FI,19620901-832S,+358,+358 293396424,1962-09-01,True
Elina,Perälä,Freesentie 6,Hausjärvi,72119,Finland,FI,19590729-6983,+358,(+358) 405953862,1959-07-29,True
Margit,Linder,Ringvägen 0,Eskilstuna,79271,Sverige,SE,19741223-8904,+46,08-700 64 40,1974-12-23,True
Karoliina,Korhonen,Sadepolku 3,Ulvila,72207,Finland,FI,19860221-577C,+358,+358 58 6892768,1986-02-21,True
Eva,Nilsson,Nystigen 4,Borlänge,52851,Sverige,SE,19941005-0060,+46,08-666 70 90,1994-10-05,True
Jason,Smith,Smith Motorway 8890,Sherriberg,68964,Danmark,DK,19920517-5419,+45,7514731522,1992-05-17,True
Petter,Ali,Tveitgropa 9,Joakimfjord,9556,Norge,NO,19790516-4979,+47,96125476,1979-05-16,True
Alf,Svensson,Parkgränd 157,Skellefteå,62393,Sverige,SE,19510728-6482,+46,08-348 916 08,1951-07-28,True
Emma,Johansson,Ringgatan 90,Karlstad,22114,Sverige,SE,19831108-6904,+46,08-913 595 85,1983-11-08,True
Elisabeth,Olsen,Nielsentjernet 395,Jorunnvik,3163,Norge,NO,19880530-8795,+47,75245189,1988-05-30,True
Tobias,Alm,Stationstorget 34,Alingsås,89378,Sverige,SE,19671114-0512,+46,051-073 07 23,1967-11-14,True
Melissa,Hurley,Davis Pine 908,Williamstown,66790,Danmark,DK,19990305-0882,+45,3696662065,1999-03-05,True
Ville,Tuovinen,Uudenkaupunginpolku 95,Mänttä-Vilppula,54758,Finland,FI,19970409-0545,+358,+358 70 5862704,1997-04-09,True
Max,Ström,Bäckstigen 155,Lidköping,43065,Sverige,SE,19570616-1530,+46,0932-84 60 38,1957-06-16,True
Ingvar,Alm,Järnvägsgatan 02,Lund,41780,Sverige,SE,19451015-3924,+46,08-264 99 09,1945-10-15,True
Gustaf,Danielsson,Industrivägen 61,Nyköping,50638,Sverige,SE,19870910-3810,+46,088-756 60 50,1987-09-10,True
Hilde,Simonsen,Holmtunet 984,Knutsen,0056,Norge,NO,19600923-1770,+47,96425042,1960-09-23,True
Gustav,Lundgren,Skolvägen 0,Sundsvall,66569,Sverige,SE,19950501-2736,+46,+46 (0)42 56 92 07,1995-05-01,True
Sandra,Jansson,Villagatan 084,Trelleborg,38103,Sverige,SE,19720131-8154,+46,0029-21 48 48,1972-01-31,True
Robert,Blanchard,Sean Throughway 9988,North Tanyaview,42888,Danmark,DK,19511025-1660,+45,580-599-9674,1951-10-25,True
Anne,Evensen,Bakkestranda 29B,Sveinnes,7081,Norge,NO,19930922-3811,+47,+4715718538,1993-09-22,True
Birgitta,Lindström,Parkvägen 58,Göteborg,73228,Sverige,SE,19870502-3937,+46,08-61 32 11,1987-05-02,True
Elizabeth,Roberts,Madden Keys 218,New Crystal,34101,Danmark,DK,19920817-4349,+45,9699433740,1992-08-17,True
Austin,Estrada,Chavez Coves 771,North Timothybury,33579,Danmark,DK,19601208-0354,+45,001-583-603-1402x564,1960-12-08,True
Rebecka,Johansson,Parkgatan 71,Falun,56405,Sverige,SE,19661126-2651,+46,0228-545 28,1966-11-26,True
Vilhelm,Bengtsson,Ringvägen 136,Karlskrona,30349,Sverige,SE,19491127-7628,+46,083-676 51 07,1949-11-27,True
Ulf,Eriksson,Furuvägen 537,Luleå,19325,Sverige,SE,19820610-2239,+46,08-20 62 97,1982-06-10,True
Karl,Magnusson,Strandtorget 6,Kristianstad,83026,Sverige,SE,20001104-7826,+46,+46 (0)772 211 38,2000-11-04,True
Elin,Månsson,Ängsstigen 58,Luleå,34814,Sverige,SE,19670716-7975,+46,0163-45 49 29,1967-07-16,True
Helge,Johansson,Backtorget 8,Sandviken,13977,Sverige,SE,19440225-5309,+46,0303-55 25 76,1944-02-25,True
Mikael,Bergman,Parkgatan 02,Örnsköldsvik,74132,Sverige,SE,19721116-8998,+46,+46 (0)477 399 53,1972-11-16,True
Ingegerd,Lundqvist,Fabriksvägen 748,Västerås,30539,Sverige,SE,19520804-5164,+46,08-71 10 03,1952-08-04,True
Albin,Karlsson,Kyrkogatan 01,Skövde,42703,Sverige,SE,19951018-1210,+46,+46 (0)8 237 467 28,1995-10-18,True
Karen,Andreassen,Myhreløkka 5,Markusvik,6639,Norge,NO,19471025-4197,+47,95 99 36 57,1947-10-25,True
Eemil,Haavisto,Santerlankatu 369,Pirkkala,71987,Finland,FI,19921017-4783,+358,+358 860830118,1992-10-17,True
Simen,Ruud,Nilsenmoen 6,Markusstrand,5212,Norge,NO,19841102-7082,+47,18560947,1984-11-02,True
Leif,Danielsson,Furugränd 076,Gävle,27980,Sverige,SE,19480430-3937,+46,+46 (0)8 385 936 97,1948-04-30,True
Ann,Eriksson,Parkvägen 5,Luleå,30149,Sverige,SE,19911005-2504,+46,08-143 295 01,1991-10-05,True
Per,Nyström,Backtorget 9,Lidköping,63085,Sverige,SE,20000703-6205,+46,+46 (0)37 76 88 77,2000-07-03,True
Harry,Hansson,Stationsgatan 104,Skövde,44689,Sverige,SE,19870704-5120,+46,08-689 180 83,1987-07-04,True
David,Sandström,Parkgränd 9,Gävle,68712,Sverige,SE,19710412-9258,+46,08-784 663 47,1971-04-12,True
Kristian,Salonen,Agroksenkatu 880,Punkalaidun,84309,Finland,FI,19540605-501U,+358,000 152 2370,1954-06-05,True
Elin,Lindström,Ekgatan 85,Södertälje,74308,Sverige,SE,19870704-6715,+46,08-09 59 20,1987-07-04,True
Karin,Edlund,Nyvägen 3,Uddevalla,84059,Sverige,SE,19890131-3826,+46,08-279 128 89,1989-01-31,True
Sofie,Andersson,Kyrkogatan 474,Göteborg,98820,Sverige,SE,19751005-1258,+46,08-817 56 45,1975-10-05,True
Maria,Salo,Tyynylaavanbulevardi 31,Kökar,61289,Finland,FI,19950604-339A,+358,(+358) 418598724,1995-06-04,True
Andrea,Strøm,Nygårdgata 096,Johannesfjord,7288,Norge,NO,19820206-6892,+47,+4726596503,1982-02-06,True
Hanna,Tangen,Johannessenløkka 4E,Livberg,9996,Norge,NO,19450525-8549,+47,970 91 033,1945-05-25,True
Margit,Andersson,Skogsgatan 9,Malmö,48777,Sverige,SE,19560814-5124,+46,011-381 35 51,1956-08-14,True
Henrik,Nilsson,Furugatan 83,Norrköping,66461,Sverige,SE,19780113-1535,+46,017-67 75 77,1978-01-13,True
Jon,Johansen,Sætherspranget 99,Randidal,6785,Norge,NO,19461117-7664,+47,435 28 910,1946-11-17,True
Roger,Bakke,Andresengropa 1,Ingeborgøy,2592,Norge,NO,19770418-7130,+47,+4752893150,1977-04-18,True
Ethan,Miller,Stanley Ports 3860,Rosalesport,14479,Danmark,DK,19890624-1197,+45,001-680-778-8116x12279,1989-06-24,True
Anita,Andersen,Amundsentoppen 4A,Jonsund,6467,Norge,NO,19410910-7036,+47,29 28 14 49,1941-09-10,False
Louise,Andersson,Fabriksvägen 7,Luleå,80245,Sverige,SE,19970920-4036,+46,0815-159 36,1997-09-20,True
Jan,Berntsson,Skoltorget 0,Örebro,90653,Sverige,SE,19760217-8222,+46,08-825 062 54,1976-02-17,True
Lennart,Larsson,Villagatan 9,Jönköping,55125,Sverige,SE,19440116-2347,+46,0136-69 67 16,1944-01-16,True
Eirik,Martinsen,Jørgensenbråten 36,Johnodden,5635,Norgex,NO,19800220-0753,+47,58416832,1980-02-20,True
Olle,Gunnarsson,Bäckgränd 558,Örebro,27129,Sverige,SE,19760514-0832,+46,+46 (0)78 82 56 42,1976-05-14,True
Yngve,Larsson,Idrottsgatan 873,Eskilstuna,25997,Sverige,SE,19750427-6182,+46,047-35 36 32,1975-04-27,True
Odd,Gulbrandsen,Kristiansenløkka 40,Bentehavn,1388,Norge,NO,19961122-4494,+47,26156110,1996-11-22,True
Rebecca,Parker,Crystal Hollow 4956,Reginaldmouth,67249,Danmark,DK,19541117-7689,+45,874-963-9937x06542,1954-11-17,True
Camilla,Andersson,Parkstigen 8,Jönköping,24419,Sverige,SE,19590208-9222,+46,+46 (0)21 46 25 77,1959-02-08,True
Rune,Jonsson,Fabriksvägen 43,Sundsvall,12448,Sverige,SE,19600817-3861,+46,0072-12 66 48,1960-08-17,False
Linn,Bakke,Jacobsenvollen 02B,Nguyen,6928,Norge,NO,19830327-5878,+47,+4735631095,1983-03-27,True
Anneli,Gustavsson,Grangatan 14,Uddevalla,98933,Sverige,SE,19880913-6176,+46,08-379 68 84,1988-09-13,True
Roland,Paulsson,Bäckvägen 13,Örebro,17760,Sverige,SE,19880312-7374,+46,0630-06 52 36,1988-03-12,True
Gustav,Larsson,Skolgatan 467,Sandviken,91262,Sverige,SE,19670318-6001,+46,0185-162 89,1967-03-18,True
Filip,Hermansson,Villavägen 3,Stockholm,39031,Sverige,SE,19881112-0075,+46,+46 (0)8 496 057 27,1988-11-12,True
Lars,Axelsson,Björkstigen 75,Halmstad,85803,Sverige,SE,19740518-7830,+46,0533-63 69 72,1974-05-18,True
Arttu,Heinonen,Mamsellimyllynpolku 64,Enontekiö,03167,Finland,FI,19980216-189B,+358,+358 600305148,1998-02-16,True
Nils,Nilsson,Björktorget 8,Varberg,25006,Sverige,SE,19490423-3543,+46,0875-251 15,1949-04-23,True
Samuel,Olsson,Järnvägsgatan 6,Kalmar,41970,Sverige,SE,19720502-2134,+46,0194-26 44 79,1972-05-02,True
Martin,Wikström,Bäckstigen 6,Umeå,95266,Sverige,SE,19960422-1117,+46,0710-244 98,1996-04-22,True
Ingemar,Holmgren,Idrottsgatan 78,Mölndal,16156,Sverige,SE,19411214-7347,+46,049-81 30 29,1941-12-14,True
Thomas,Oliver,Thomas Wall 165,Matthewchester,20593,Danmark,DK,19890730-8701,+45,581-733-8194,1989-07-30,True
Anders,Nilsson,Strandgränd 7,Jönköping,99288,Sverige,SE,19860418-7809,+46,019-89 42 98,1986-04-18,True
Mark,Baker,Deanna Lake 1869,South Saraville,10069,Danmark,DK,19830228-8663,+45,443-374-6517,1983-02-28,True
Paul,Wilson,Ferguson Lights 2698,New Cheryl,28930,Danmark,DK,19480301-6258,+45,(428)857-7725,1948-03-01,True
Jorunn,Lie,Brekkeeggen 96,Birkeland,7459,Norge,NO,19540606-3526,+47,+4733842895,1954-06-06,True
Sebastian,Andersson,Fabriksgatan 5,Mölndal,37202,Sverige,SE,19411031-5435,+46,+46 (0)78 18 27 08,1941-10-31,True
David,Ray,Porter Forges 832,Paulborough,33279,Danmark,DK,19571010-0709,+45,377-658-2934x01808,1957-10-10,True
Christopher,Simmons,Cobb Street 6341,Morganmouth,54859,Danmark,DK,19640122-1614,+45,(379)897-2173x50544,1964-01-22,True
Lars,Jansson,Skolgatan 04,Norrköping,83174,Sverige,SE,19941014-5019,+46,0546-84 68 10,1994-10-14,True
Anthony,Munoz,Patel Mill 6856,Nicholsonchester,21214,Danmark,DK,19930711-3683,+45,953-344-0887x817,1993-07-11,True
Karl,Hedlund,Kvarnvägen 0,Lidingö,83315,Sverige,SE,19810412-9602,+46,000-230 19 73,1981-04-12,True
Erik,Bengtsson,Parktorget 022,Linköping,93374,Sverige,SE,19950426-5657,+46,08-765 41 25,1995-04-26,True
Maria,Borg,Fabrikstorget 394,Trollhättan,10976,Sverige,SE,19460901-2358,+46,08-354 17 73,1946-09-01,True
Karin,Olsson,Storvägen 23,Sundsvall,39390,Sverige,SE,19840523-8302,+46,+46 (0)78 47 27 66,1984-05-23,True
Geir,Nguyen,Henriksenroa 4B,Hauge,7864,Norge,NO,19440723-7838,+47,95623369,1944-07-23,True
Stein,Jacobsen,Berntsenbråten 7,Torillgrunn,7911,Norge,NO,19500408-7506,+47,21637232,1950-04-08,True
Doris,Friedman,John Oval 168,Kristibury,75880,Danmark,DK,19870412-8459,+45,(499)702-8400,1987-04-12,True
Nils,Karlsson,Björkvägen 2,Trollhättan,11919,Sverige,SE,19740313-4387,+46,+46 (0)8 330 311 20,1974-03-13,True
Elisabet,Eriksson,Fabrikstorget 37,Varberg,20278,Sverige,SE,19420514-9303,+46,016-306 86 21,1942-05-14,True
Folke,Persson,Åkervägen 0,Borlänge,99690,Sverige,SE,19651205-9710,+46,08-19 75 06,1965-12-05,True
Cameron,Mendez,Dawn Burgs 71879,Port Erinfort,28023,Danmark,DK,19510411-5152,+45,545-993-0357x115,1951-04-11,True
Ingemar,Åberg,Järnvägsvägen 5,Kalmar,35338,Sverige,SE,19850524-3480,+46,0084-92 18 98,1985-05-24,True
Staffan,Månsson,Skolgränd 776,Luleå,35237,Sverige,SE,19920326-3982,+46,08-62 91 96,1992-03-26,True
Bert,Axelsson,Trädgårdsgränd 35,Västerås,13868,Sverige,SE,19621126-3207,46,035-82 58 67,1962-11-26,True
Roland,Molin,Strandgatan 637,Växjö,28145,Sverige,SE,19800805-3144,+46,074-794 68 58,1980-08-05,True
Emma,Mathisen,Tangenkollen 29,Oleby,1826,Norge,NO,19661130-9937,+47,45938151,1966-11-30,True
Anneli,Mattila,Ieskuja 9,Juva,76814,Finland,FI,19900102-333N,+358,+358435052629,1990-01-02,True
Tapani,Kortelainen,Haagan pappilanbulevardi 1,Nokia,56244,Finland,FI,19711129-788A,+358,+358 01 7631008,1971-11-29,True
Luis,Ross,Ramos Ranch 83927,Jeffside,49675,Danmark,DK,19410417-2811,+45,6383184210,1941-04-17,True
Karin,Sundin,Villagränd 091,Karlstad,73695,Sverige,SE,19970827-7419,+46,0585-227 07,1997-08-27,True
Edit,Johansson,Parktorget 96,Uddevalla,78118,Sverige,SE,19830731-5040,+46,082-88 76 14,1983-07-31,True
Rune,Haugland,Knudsenholtet 93,Jakobsen,9644,Norge,NO,19690713-3195,+47,62 04 34 24,1969-07-13,True
Olav,Simonsen,Hellandskrenten 90,Sigridø,1302,Norge,NO,19400502-7842,+47,65326760,1940-05-02,True
Kristina,Johansson,Skogsvägen 74,Uppsala,94560,Sverige,SE,19900225-7328,+46,+46 (0)8 261 894 16,1990-02-25,True
Lisa,Vasquez,Laurie Vista 88661,Amyside,87969,Danmark,DK,19941008-4444,+45,989.550.0670,1994-10-08,True
Philip,Mattsson,Parkvägen 1,Umeå,70075,Sverige,SE,19980526-7499,+46,+46 (0)8 156 059 28,1998-05-26,True
Hugo,Jonsson,Villastigen 943,Stockholm,94364,Sverige,SE,19681214-5045,+46,+46 (0)950 709 18,1968-12-14,True
Otto,Korhonen,Poikasaartentie 215,Hämeenlinna,81462,Finland,FI,19720708-402W,+358,053 677 2933,1972-07-08,True
Johanna,Holmberg,Fabriksgatan 9,Trelleborg,11808,Sverige,SE,19530503-9946,+46,+46 (0)61 58 50 36,1953-05-03,True
Erik,Viklund,Skolgränd 0,Piteå,74595,Sverige,SE,19590108-6654,+46,+46 (0)171 780 61,1959-01-08,True
Börje,Karlsson,Furugatan 704,Västerås,27660,Sverige,SE,19750115-1592,+46,08-424 60 14,1975-01-15,True
Marit,Hagen,Bakkelia 90B,Vegardmark,4832,Norge,NO,19640216-7572,+47,42 00 96 88,1964-02-16,True
Olof,Åkesson,Järnvägstorget 301,Skövde,17531,Sverige,SE,19751016-7052,+46,08-512 806 32,1975-10-16,True
Ragnar,Eriksson,Kyrkovägen 722,Eskilstuna,57549,Sverige,SE,19591228-7995,+46,+46 (0)67 94 14 10,1959-12-28,True
Sirpa,Juntunen,Uurtajanbulevardi 787,Ranua,45423,Danmark,FI,19800423-3795,+358,+358 73 7760405,1980-04-23,True
Emma,Berntsen,Nielsenringen 1,Ødegård,1206,Norge,NO,19840104-5855,+47,71589149,1984-01-04,True
Ann,Erlandsson,Skogsvägen 61,Linköping,57072,Sverige,SE,19760216-2096,+46,072-99 56 24,1976-02-16,True
Teresia,Svensson,Kyrkvägen 706,Karlstad,61322,Sverige,SE,19771230-5506,+46,0476-69 15 44,1977-12-30,True
Margareta,Larsson,Stortorget 7,Lund,36483,Sverige,SE,19571009-1766,+46,08-512 69 62,1957-10-09,True
Emily,Parrish,Anderson Mountain 91002,East Travis,68439,Danmark,DK,19630413-4065,+45,(551)708-9158x713,1963-04-13,True
Johnny,Malmberg,Villagränd 7,Växjö,20110,Sverige,SE,19610227-4097,+46,051-32 93 60,1961-02-27,True
Bengt,Olsson,Kvarngatan 0,Borås,49741,Sverige,SE,19890702-3488,+46,+46 (0)8 574 611 15,1989-07-02,True
Ingeborg,Bengtsson,Industrivägen 90,Jönköping,74833,Sverige,SE,19870428-0155,+46,08-74 86 58,1987-04-28,True
Elisabet,Eriksson,Backstigen 153,Skellefteå,61073,Sverige,SE,19480327-3526,+46,027-493 70 42,1948-03-27,True
Grete,Andersen,Aunespranget 96,Sigridmark,6595,Norge,NO,19940118-3672,+47,986 90 387,1994-01-18,True
Maria,Gustavsson,Gengatan 2,Östersund,20541,Sverige,SE,19720902-3438,+46,08-949 15 28,1972-09-02,True
Bo,Olsson,Skolgatan 4,Landskrona,21721,Sverige,SE,19801212-9603,+46,0695-979 96,1980-12-12,True
Barbara,Russell,Bailey Skyway 6097,Briannaland,91170,Danmark,DK,19950927-3542,+45,001-993-908-0342x468,1995-09-27,True
Cecilie,Gulbrandsen,Myklebusthøgda 1,Jonasborg,5307,Norge,NO,19520525-6434,+47,+4735699902,1952-05-25,True
Anne,Ali,Lundehagen 71,Olahelle,2905,Norge,NO,19400902-1004,+47,997 41 684,1940-09-02,True
Richard,Lopez,Sandra Crescent 60064,Elizabethview,71586,Danmark,DK,19931021-6737,+45,001-947-368-1486x657,1993-10-21,True
Göran,Karlsson,Villagatan 58,Växjö,17689,Sverige,SE,19900701-0554,+46,08-219 808 73,1990-07-01,True
Mika,Hartikainen,Böstaksenbulevardi 05,Hankasalmi,70322,Finland,FI,19871022-035S,+358,(+358) 637272777,1987-10-22,True
Oskar,Jansson,Järnvägsstigen 35,Uddevalla,64973,Svernge,SE,19810104-1738,+46,0236-12 59 86,1981-01-04,True
Hans,Persson,Ekstigen 73,Gävle,82855,Danmark,SE,19930425-8592,+46,058-239 59 59,1993-04-25,True
Elizabeth,Scott,Katherine Shore 439,West Dana,12679,Danmark,DK,19740325-3780,+45,(323)684-3363,1974-03-25,True
Arild,Bøe,Andreassensvingen 70B,Gulbrandsen,3454,Norge,NO,19591006-9516,+47,428 03 803,1959-10-06,True
Joshua,Allen,Monica Court 72855,Seantown,82690,Danmark,DK,19430621-6147,+45,841.602.9534x169,1943-06-21,True
Lars,Magnusson,Björkgränd 703,Varberg,18107,Sverige,SE,19850820-3052,+46,08-332 357 56,1985-08-20,True
Katarina,Åkesson,Granvägen 30,Uddevalla,32813,Sverige,SE,19990505-4527,+46,0555-831 37,1999-05-05,True
Craig,Crawford,Fox Landing 734,Nixonport,64610,Danmark,DK,19880711-5928,+45,(337)475-7363x68713,1988-07-11,True
Ivar,Svendsen,Thorsenvollen 2A,Danielvær,4030,Norge,NO,19620118-1911,+47,96293880,1962-01-18,True
Helene,Bakken,Johnsenmyra 44C,Kristinefjord,6801,Norge,NO,19960823-4073,+47,41839488,1996-08-23,True
